journal_id,journal,ssci_rank,h5_index,h5_median,since,publisher,url,scope,type_id,type_category,type,lower_limit,upper_limit,limit_unit,last_updated
222,Journal of Current Southeast Asian Affairs,,13,22,1982,SAGE,https://journals.sagepub.com/home/saa,"The Journal of Current Southeast Asian Affairs, is a peer reviewed, open access journal published by the GIGA Institute of Asian Studies (IAS) in Hamburg. The journal focuses on current political developments in Southeast Asia. We accept submissions with a focus on international relations and the social, economic, legal, etc. dimensions of policies and politics. The topics covered should not only be oriented towards specialists in Southeast Asian affairs, but should also be of relevance to readers with a practical interest in the region. Articles to be published should be written in English and submitted exclusively to this publication. The Journal of Current Southeast Asian Affairs is devoted to the transfer of scholarly insights to a wide audience. The topics covered should therefore not only be orientated towards specialists in Southeast Asian affairs, but should also be of relevance to readers with a practical interest in the region. The journal s articles examine political, social and economic developments in all 11 countries of the region (Brunei, Cambodia, East Timor, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand, Vietnam), as well as intra-regional (ASEAN) and transregional relations (ASEAN-China, ASEAN-US, etc.). There is also a book review section which covers new publications on Southeast Asia.",2,book_review,Book Review,,,,11/05/2020
222,Journal of Current Southeast Asian Affairs,,13,22,1982,SAGE,https://journals.sagepub.com/home/saa,"The Journal of Current Southeast Asian Affairs, is a peer reviewed, open access journal published by the GIGA Institute of Asian Studies (IAS) in Hamburg. The journal focuses on current political developments in Southeast Asia. We accept submissions with a focus on international relations and the social, economic, legal, etc. dimensions of policies and politics. The topics covered should not only be oriented towards specialists in Southeast Asian affairs, but should also be of relevance to readers with a practical interest in the region. Articles to be published should be written in English and submitted exclusively to this publication. The Journal of Current Southeast Asian Affairs is devoted to the transfer of scholarly insights to a wide audience. The topics covered should therefore not only be orientated towards specialists in Southeast Asian affairs, but should also be of relevance to readers with a practical interest in the region. The journal s articles examine political, social and economic developments in all 11 countries of the region (Brunei, Cambodia, East Timor, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand, Vietnam), as well as intra-regional (ASEAN) and transregional relations (ASEAN-China, ASEAN-US, etc.). There is also a book review section which covers new publications on Southeast Asia.",3,other/uncategorised,Review,,,,11/05/2020
223,New Political Science,,13,18,1980,Taylor & Francis,https://www.tandfonline.com/toc/cnps20/current,"New Political Science: A Journal of Politics and Culture (NPS) focuses on developing analyses which reflect a commitment to progressive social change as well as those which are within exploratory phases of development in political science. The journal adopts the broadest possible definition of  politics ? and holds that political and cultural development cannot be understood in isolation from each other. New Political Science is the official journal of the Caucus for a New Political Science (CNPS), an independent non-profit organization, and serves as an organ for its goals and interests.  CNPS was founded in 1967 to make the study of politics relevant to the struggle for a better world.  The Caucus is organized around the position that a commitment to social justice, a sustainable democratic society, and human rights is central to the study of politics. CNPS and the journal are also affiliated with the New Political Science section of the American Political Science Association (APSA).",1,article,Article,,8000,words,11/05/2020
224,Social Theory and Practice,,13,16,1970,Florida State University,https://www.pdcnet.org/soctheory,"Social Theory and Practice provides a forum for the discussion of theoretical and applied questions in social, political, legal, economic, educational, and moral philosophy, including critical studies of classical and contemporary social philosophers. It features original philosophical work by authors from all relevant disciplines, including the humanities, the social sciences, and the natural sciences. This peer-reviewed journal is published by the Florida State University Department of Philosophy in cooperation with the Philosophy Documentation Center.",1,article,Article,8000,12000,words,11/05/2020
225,Studies in Ethnicity and Nationalism,,13,17,2001,Wiley,https://onlinelibrary.wiley.com/journal/17549469,"Studies in Ethnicity and Nationalism (SEN) is a fully refereed journal publishing three issues per volume on ethnicity, race and nationalism. The sources and nature of ethnic identity, minority rights, migration and identity politics remain central and recurring themes of the modern world. The journal approaches the complexity of these questions from a contemporary perspective. The journal s sole purpose is to showcase exceptional articles from up-and-coming scholars across the world, as well as concerned professionals and practitioners in government, law, NGOs and media, making it one of the first journals to provide an interdisciplinary forum for established and younger scholars alike. The journal is strictly non-partisan and does not subscribe to any particular viewpoints or perspective. All articles are fully peer-reviewed by scholars who are specialists in their respective fields. Studies in Ethnicity and Nationalism publishes high quality contributions based on the latest scholarship drawing on political science, sociology, anthropology, economics, international relations, history and cultural studies. It welcomes contributions that address contemporary questions of ethnicity, race and nationalism across the globe and disciplines. In addition to short research articles, each issue introduces the latest publications in this field, as well as cutting edge review articles of topical and scholarly debates in this field. The journal also publishes regular special issues on themes of contemporary relevance, as well as the conference issue of the annual conference of the Association for the Study of Ethnicity and Nationalism (ASEN).",1,article,Article,5500,8000,words,11/05/2020
225,Studies in Ethnicity and Nationalism,,13,17,2001,Wiley,https://onlinelibrary.wiley.com/journal/17549469,"Studies in Ethnicity and Nationalism (SEN) is a fully refereed journal publishing three issues per volume on ethnicity, race and nationalism. The sources and nature of ethnic identity, minority rights, migration and identity politics remain central and recurring themes of the modern world. The journal approaches the complexity of these questions from a contemporary perspective. The journal s sole purpose is to showcase exceptional articles from up-and-coming scholars across the world, as well as concerned professionals and practitioners in government, law, NGOs and media, making it one of the first journals to provide an interdisciplinary forum for established and younger scholars alike. The journal is strictly non-partisan and does not subscribe to any particular viewpoints or perspective. All articles are fully peer-reviewed by scholars who are specialists in their respective fields. Studies in Ethnicity and Nationalism publishes high quality contributions based on the latest scholarship drawing on political science, sociology, anthropology, economics, international relations, history and cultural studies. It welcomes contributions that address contemporary questions of ethnicity, race and nationalism across the globe and disciplines. In addition to short research articles, each issue introduces the latest publications in this field, as well as cutting edge review articles of topical and scholarly debates in this field. The journal also publishes regular special issues on themes of contemporary relevance, as well as the conference issue of the annual conference of the Association for the Study of Ethnicity and Nationalism (ASEN).",2,book_review,Book Review,600,800,words,11/05/2020
226,World Affairs,,13,16,1837,SAGE,https://us.sagepub.com/en-us/nam/world-affairs/journal202586#aims-and-scope,"Founded in 1837, World Affairs is a quarterly journal showcasing provocative and original research in international and current affairs. For decades it has been renowned for publishing articles on policy as it is practiced - pieces that excite controversy and encourage debate. As of 2016, World Affairs  longstanding tradition as a leader of political debate continues in its new and more academic incarnation. Articles should adhere to the high standards of an academic journal in the depth and rigor of their research. They should nevertheless actively bridge the academic and public spheres and promote stimulating conversation between them. To that end, its timely articles must be accessible to a generalist audience and framed with that audience in mind. Its jargon-free studies should also make practical recommendations to an audience of policy makers. World Affairs welcomes submissions in politics, policy and current affairs from an international perspective. Areas include, but are not restricted to: economics, commerce/trade, public administration, diplomacy, public opinion, current affairs, defense, security, foreign policy, international relations/affairs, international law, regionalization, transnational social and political issues, international political economy, the global world order, international regulation, environmental issues, immigration and development. We encourage topicality and actively invite interdisciplinarity. No methodology is preferred, though the underpinning framework of the author s argument should be immediately explicit to readers.",1,article,Article,,10000,words,11/05/2020
226,World Affairs,,13,16,1837,SAGE,https://us.sagepub.com/en-us/nam/world-affairs/journal202586#aims-and-scope,"Founded in 1837, World Affairs is a quarterly journal showcasing provocative and original research in international and current affairs. For decades it has been renowned for publishing articles on policy as it is practiced - pieces that excite controversy and encourage debate. As of 2016, World Affairs  longstanding tradition as a leader of political debate continues in its new and more academic incarnation. Articles should adhere to the high standards of an academic journal in the depth and rigor of their research. They should nevertheless actively bridge the academic and public spheres and promote stimulating conversation between them. To that end, its timely articles must be accessible to a generalist audience and framed with that audience in mind. Its jargon-free studies should also make practical recommendations to an audience of policy makers. World Affairs welcomes submissions in politics, policy and current affairs from an international perspective. Areas include, but are not restricted to: economics, commerce/trade, public administration, diplomacy, public opinion, current affairs, defense, security, foreign policy, international relations/affairs, international law, regionalization, transnational social and political issues, international political economy, the global world order, international regulation, environmental issues, immigration and development. We encourage topicality and actively invite interdisciplinarity. No methodology is preferred, though the underpinning framework of the author s argument should be immediately explicit to readers.",2,book_review,Book Review,,1000,words,11/05/2020
226,World Affairs,,13,16,1837,SAGE,https://us.sagepub.com/en-us/nam/world-affairs/journal202586#aims-and-scope,"Founded in 1837, World Affairs is a quarterly journal showcasing provocative and original research in international and current affairs. For decades it has been renowned for publishing articles on policy as it is practiced - pieces that excite controversy and encourage debate. As of 2016, World Affairs  longstanding tradition as a leader of political debate continues in its new and more academic incarnation. Articles should adhere to the high standards of an academic journal in the depth and rigor of their research. They should nevertheless actively bridge the academic and public spheres and promote stimulating conversation between them. To that end, its timely articles must be accessible to a generalist audience and framed with that audience in mind. Its jargon-free studies should also make practical recommendations to an audience of policy makers. World Affairs welcomes submissions in politics, policy and current affairs from an international perspective. Areas include, but are not restricted to: economics, commerce/trade, public administration, diplomacy, public opinion, current affairs, defense, security, foreign policy, international relations/affairs, international law, regionalization, transnational social and political issues, international political economy, the global world order, international regulation, environmental issues, immigration and development. We encourage topicality and actively invite interdisciplinarity. No methodology is preferred, though the underpinning framework of the author s argument should be immediately explicit to readers.",3,comment,Commentary,,2500,words,11/05/2020
226,World Affairs,,13,16,1837,SAGE,https://us.sagepub.com/en-us/nam/world-affairs/journal202586#aims-and-scope,"Founded in 1837, World Affairs is a quarterly journal showcasing provocative and original research in international and current affairs. For decades it has been renowned for publishing articles on policy as it is practiced - pieces that excite controversy and encourage debate. As of 2016, World Affairs  longstanding tradition as a leader of political debate continues in its new and more academic incarnation. Articles should adhere to the high standards of an academic journal in the depth and rigor of their research. They should nevertheless actively bridge the academic and public spheres and promote stimulating conversation between them. To that end, its timely articles must be accessible to a generalist audience and framed with that audience in mind. Its jargon-free studies should also make practical recommendations to an audience of policy makers. World Affairs welcomes submissions in politics, policy and current affairs from an international perspective. Areas include, but are not restricted to: economics, commerce/trade, public administration, diplomacy, public opinion, current affairs, defense, security, foreign policy, international relations/affairs, international law, regionalization, transnational social and political issues, international political economy, the global world order, international regulation, environmental issues, immigration and development. We encourage topicality and actively invite interdisciplinarity. No methodology is preferred, though the underpinning framework of the author s argument should be immediately explicit to readers.",4,other/uncategorised,Letter,,1500,words,11/05/2020
226,World Affairs,,13,16,1837,SAGE,https://us.sagepub.com/en-us/nam/world-affairs/journal202586#aims-and-scope,"Founded in 1837, World Affairs is a quarterly journal showcasing provocative and original research in international and current affairs. For decades it has been renowned for publishing articles on policy as it is practiced - pieces that excite controversy and encourage debate. As of 2016, World Affairs  longstanding tradition as a leader of political debate continues in its new and more academic incarnation. Articles should adhere to the high standards of an academic journal in the depth and rigor of their research. They should nevertheless actively bridge the academic and public spheres and promote stimulating conversation between them. To that end, its timely articles must be accessible to a generalist audience and framed with that audience in mind. Its jargon-free studies should also make practical recommendations to an audience of policy makers. World Affairs welcomes submissions in politics, policy and current affairs from an international perspective. Areas include, but are not restricted to: economics, commerce/trade, public administration, diplomacy, public opinion, current affairs, defense, security, foreign policy, international relations/affairs, international law, regionalization, transnational social and political issues, international political economy, the global world order, international regulation, environmental issues, immigration and development. We encourage topicality and actively invite interdisciplinarity. No methodology is preferred, though the underpinning framework of the author s argument should be immediately explicit to readers.",5,other/uncategorised,Review,,1000,words,11/05/2020
226,World Affairs,,13,16,1837,SAGE,https://us.sagepub.com/en-us/nam/world-affairs/journal202586#aims-and-scope,"Founded in 1837, World Affairs is a quarterly journal showcasing provocative and original research in international and current affairs. For decades it has been renowned for publishing articles on policy as it is practiced - pieces that excite controversy and encourage debate. As of 2016, World Affairs  longstanding tradition as a leader of political debate continues in its new and more academic incarnation. Articles should adhere to the high standards of an academic journal in the depth and rigor of their research. They should nevertheless actively bridge the academic and public spheres and promote stimulating conversation between them. To that end, its timely articles must be accessible to a generalist audience and framed with that audience in mind. Its jargon-free studies should also make practical recommendations to an audience of policy makers. World Affairs welcomes submissions in politics, policy and current affairs from an international perspective. Areas include, but are not restricted to: economics, commerce/trade, public administration, diplomacy, public opinion, current affairs, defense, security, foreign policy, international relations/affairs, international law, regionalization, transnational social and political issues, international political economy, the global world order, international regulation, environmental issues, immigration and development. We encourage topicality and actively invite interdisciplinarity. No methodology is preferred, though the underpinning framework of the author s argument should be immediately explicit to readers.",6,other/uncategorised,Website Review,500,1000,words,11/05/2020
227,Constitutional Political Economy,,12,14,1990,Springer,https://www.springer.com/journal/10602,"Constitutional Political Economy is a forum for research in the broad field of constitutional analysis. Its grounding discipline is economics, but, the systematic study of institutions requires consideration of economic, political, legal, and philosophical movitations, rules, and effects. As a consequence, the journal is interdisciplinary and includes research from a variety of perspectives. Constitutional analysis is the main focuses of the journal, but it also includes research on public policy, legal institutions, norms, and methodological issues. ",1,article,Article,,,,11/05/2020
228,French Politics,,12,17,2003,Springer,https://www.palgrave.com/de/journal/41253,"Because of globalization, Europeanization, and interdependence, it has become more difficult to see developments in contemporary France in a purely national context. In response, the journal French Politics is focused on the roles of political institutions, political behavior, public policy, political economy, international relations, public administration and public law as these factors relate to France. French Politics is an international, peer-reviewed journal that promotes the study of contemporary and comparative French politics, policy and society. The journal publishes papers that incorporate the French case into more broad comparative and cross-national analyses, and that use the French case in theory-testing and theory building.",1,article,Article,8000,10000,words,11/05/2020
228,French Politics,,12,17,2003,Springer,https://www.palgrave.com/de/journal/41253,"Because of globalization, Europeanization, and interdependence, it has become more difficult to see developments in contemporary France in a purely national context. In response, the journal French Politics is focused on the roles of political institutions, political behavior, public policy, political economy, international relations, public administration and public law as these factors relate to France. French Politics is an international, peer-reviewed journal that promotes the study of contemporary and comparative French politics, policy and society. The journal publishes papers that incorporate the French case into more broad comparative and cross-national analyses, and that use the French case in theory-testing and theory building.",2,data,"Data, Methods, and Measures",4000,8000,words,11/05/2020
228,French Politics,,12,17,2003,Springer,https://www.palgrave.com/de/journal/41253,"Because of globalization, Europeanization, and interdependence, it has become more difficult to see developments in contemporary France in a purely national context. In response, the journal French Politics is focused on the roles of political institutions, political behavior, public policy, political economy, international relations, public administration and public law as these factors relate to France. French Politics is an international, peer-reviewed journal that promotes the study of contemporary and comparative French politics, policy and society. The journal publishes papers that incorporate the French case into more broad comparative and cross-national analyses, and that use the French case in theory-testing and theory building.",3,other/uncategorised,Review,4000,8000,words,11/05/2020
229,International Journal of Middle East Studies,,12,15,1970,Cambridge University Press,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies,"IJMES focuses on the area encompassing the Middle East and adjacent geo-cultural regions from the seventh century to the present. This area includes North and Sub-Saharan Africa, the Arab, Turkic and Persianate worlds, the Mediterranean and Balkans, Central, South and Southeast Asia and areas to which peoples from these lands have migrated or settled. Essays on communities that have historical, political, cultural or religious ties to the Middle East and on transnational or trans-regional relations are encouraged. Particular attention will be paid to works dealing with anthropology, art and architecture, cultural studies, economics, gender and LGBQT studies, history, law, literature, political science, religious studies, and sociology. IJMES does not accept technical or highly specialized material, nor does it publish in the areas of administration or training.  ",1,article,Article,,10000,words,11/05/2020
230,"International Journal of Politics, Culture, and Society",,12,26,1987,Springer,https://www.springer.com/journal/10767,"The International Journal of Politics, Culture, and Society welcomes original articles on issues arising at the intersection of nations, states, civil societies, and global institutions and processes. The editors are particularly interested in article manuscripts dealing with changing patterns in world economic and political institutions; analysis of ethnic groups, social classes, religions, personal networks, and special interests; changes in mass culture, propaganda, and technologies of communication and their social effects; and the impact of social transformations on the changing order of public and private life. The journal is interdisciplinary in orientation and international in scope, and is not tethered to particular theoretical or research traditions. The journal presents material of varying length, from research notes to article-length monographs.",1,article,Article,,,,11/05/2020
230,"International Journal of Politics, Culture, and Society",,12,26,1987,Springer,https://www.springer.com/journal/10767,"The International Journal of Politics, Culture, and Society welcomes original articles on issues arising at the intersection of nations, states, civil societies, and global institutions and processes. The editors are particularly interested in article manuscripts dealing with changing patterns in world economic and political institutions; analysis of ethnic groups, social classes, religions, personal networks, and special interests; changes in mass culture, propaganda, and technologies of communication and their social effects; and the impact of social transformations on the changing order of public and private life. The journal is interdisciplinary in orientation and international in scope, and is not tethered to particular theoretical or research traditions. The journal presents material of varying length, from research notes to article-length monographs.",2,research_note,Research Note,,,,11/05/2020
231,Journal of Genocide Research,,12,18,1999,Taylor & Francis,https://www.tandfonline.com/toc/cjgr20/current,"Journal of Genocide Research is a cross-disciplinary journal that promotes the scholarly study of genocide and related phenomena, like crimes against humanity, war crimes, and violence against civilians. It publishes articles on the history of these phenomena from all periods.  Genocide is a contested legal, historical, sociological and political term that is applied in various spheres: in international law, in academic analyses of genocide, past and present, and in political claim making. Journal of Genocide Research welcomes contributions that combine empirical research with conceptual reflection on these and related topics, like para- and pre-genocidal policies and practices, humanitarian intervention, military sociology, post-genocide, as well as gender, trauma, and memory issues. As cross-disciplinary, the Journal of Genocide Research is open to all relevant scholarly methods and disciplines.",1,article,Article,9000,12000,words,11/05/2020
231,Journal of Genocide Research,,12,18,1999,Taylor & Francis,https://www.tandfonline.com/toc/cjgr20/current,"Journal of Genocide Research is a cross-disciplinary journal that promotes the scholarly study of genocide and related phenomena, like crimes against humanity, war crimes, and violence against civilians. It publishes articles on the history of these phenomena from all periods.  Genocide is a contested legal, historical, sociological and political term that is applied in various spheres: in international law, in academic analyses of genocide, past and present, and in political claim making. Journal of Genocide Research welcomes contributions that combine empirical research with conceptual reflection on these and related topics, like para- and pre-genocidal policies and practices, humanitarian intervention, military sociology, post-genocide, as well as gender, trauma, and memory issues. As cross-disciplinary, the Journal of Genocide Research is open to all relevant scholarly methods and disciplines.",2,other/uncategorised,Review,9000,12000,words,11/05/2020
232,Journal of Moral Philosophy,,12,16,2004,Brill,https://brill.com/view/journals/jmp/jmp-overview.xml,"The Journal of Moral Philosophy is a peer-reviewed journal of moral, political and legal philosophy with an international focus. It publishes articles in all areas of normative philosophy, including pure and applied ethics, as well as moral, legal, and political theory. Articles exploring non-Western traditions are also welcome. The journal seeks to promote lively discussions and debates for established academics and the wider community, by publishing articles that avoid unnecessary jargon without sacrificing academic rigour. It encourages contributions from newer members of the philosophical community. ",1,article,Article,,10000,words,11/05/2020
233,Journal of Political Science Education,,12,14,2005,Taylor & Francis,https://www.tandfonline.com/toc/upse20/current,"The Editors of the Journal of Political Science Education, of the American Political Science Association, invite submissions that focus on the scholarship of teaching and learning issues in political science in higher education. Submissions will be open to all and will be evaluated on the basis of the quality of their content. The journal invites submissions that span a broad scope of issues in political science education, including teaching-related issues and topics, methods and techniques, learning/teaching activities and devices, including technology-related tools, educational assessment in political science, reviews of textbooks and other related sources, and curriculum development. In keeping with the current trend in higher education to apply the methodological and research techniques developed in substantive fields to the scholarship of teaching and learning, the journal especially invites articles that provide systematic tests and empirical evidence to demonstrate that the pedagogical innovations or innovative teaching techniques described in the article actually work. The Journal of Political Science Education is an intellectually rigorous, path-breaking, agenda-setting journal that publishes the highest quality scholarship on teaching and pedagogical issues in political science. The journal aims to represent the full range of questions, issues and approaches regarding political science education, including teaching-related issues, methods and techniques, learning/teaching activities and devices, educational assessment in political science, graduate education, and curriculum development. In particular, the journal s Editors welcome studies that reflect the scholarship of teaching and learning, or works that would be informative and/or of practical use to the readers of the Journal of Political Science Education , and address topics in an empirical way, making use of the techniques that political scientists use in their own substantive research.",1,other/uncategorised,"Books, Teaching Tools, & Educational Resources",500,2000,words,11/05/2020
233,Journal of Political Science Education,,12,14,2005,Taylor & Francis,https://www.tandfonline.com/toc/upse20/current,"The Editors of the Journal of Political Science Education, of the American Political Science Association, invite submissions that focus on the scholarship of teaching and learning issues in political science in higher education. Submissions will be open to all and will be evaluated on the basis of the quality of their content. The journal invites submissions that span a broad scope of issues in political science education, including teaching-related issues and topics, methods and techniques, learning/teaching activities and devices, including technology-related tools, educational assessment in political science, reviews of textbooks and other related sources, and curriculum development. In keeping with the current trend in higher education to apply the methodological and research techniques developed in substantive fields to the scholarship of teaching and learning, the journal especially invites articles that provide systematic tests and empirical evidence to demonstrate that the pedagogical innovations or innovative teaching techniques described in the article actually work. The Journal of Political Science Education is an intellectually rigorous, path-breaking, agenda-setting journal that publishes the highest quality scholarship on teaching and pedagogical issues in political science. The journal aims to represent the full range of questions, issues and approaches regarding political science education, including teaching-related issues, methods and techniques, learning/teaching activities and devices, educational assessment in political science, graduate education, and curriculum development. In particular, the journal s Editors welcome studies that reflect the scholarship of teaching and learning, or works that would be informative and/or of practical use to the readers of the Journal of Political Science Education , and address topics in an empirical way, making use of the techniques that political scientists use in their own substantive research.",2,other/uncategorised,Political Science Instruction,2000,4000,words,11/05/2020
233,Journal of Political Science Education,,12,14,2005,Taylor & Francis,https://www.tandfonline.com/toc/upse20/current,"The Editors of the Journal of Political Science Education, of the American Political Science Association, invite submissions that focus on the scholarship of teaching and learning issues in political science in higher education. Submissions will be open to all and will be evaluated on the basis of the quality of their content. The journal invites submissions that span a broad scope of issues in political science education, including teaching-related issues and topics, methods and techniques, learning/teaching activities and devices, including technology-related tools, educational assessment in political science, reviews of textbooks and other related sources, and curriculum development. In keeping with the current trend in higher education to apply the methodological and research techniques developed in substantive fields to the scholarship of teaching and learning, the journal especially invites articles that provide systematic tests and empirical evidence to demonstrate that the pedagogical innovations or innovative teaching techniques described in the article actually work. The Journal of Political Science Education is an intellectually rigorous, path-breaking, agenda-setting journal that publishes the highest quality scholarship on teaching and pedagogical issues in political science. The journal aims to represent the full range of questions, issues and approaches regarding political science education, including teaching-related issues, methods and techniques, learning/teaching activities and devices, educational assessment in political science, graduate education, and curriculum development. In particular, the journal s Editors welcome studies that reflect the scholarship of teaching and learning, or works that would be informative and/or of practical use to the readers of the Journal of Political Science Education , and address topics in an empirical way, making use of the techniques that political scientists use in their own substantive research.",3,comment,Reflections,1000,2000,words,11/05/2020
233,Journal of Political Science Education,,12,14,2005,Taylor & Francis,https://www.tandfonline.com/toc/upse20/current,"The Editors of the Journal of Political Science Education, of the American Political Science Association, invite submissions that focus on the scholarship of teaching and learning issues in political science in higher education. Submissions will be open to all and will be evaluated on the basis of the quality of their content. The journal invites submissions that span a broad scope of issues in political science education, including teaching-related issues and topics, methods and techniques, learning/teaching activities and devices, including technology-related tools, educational assessment in political science, reviews of textbooks and other related sources, and curriculum development. In keeping with the current trend in higher education to apply the methodological and research techniques developed in substantive fields to the scholarship of teaching and learning, the journal especially invites articles that provide systematic tests and empirical evidence to demonstrate that the pedagogical innovations or innovative teaching techniques described in the article actually work. The Journal of Political Science Education is an intellectually rigorous, path-breaking, agenda-setting journal that publishes the highest quality scholarship on teaching and pedagogical issues in political science. The journal aims to represent the full range of questions, issues and approaches regarding political science education, including teaching-related issues, methods and techniques, learning/teaching activities and devices, educational assessment in political science, graduate education, and curriculum development. In particular, the journal s Editors welcome studies that reflect the scholarship of teaching and learning, or works that would be informative and/or of practical use to the readers of the Journal of Political Science Education , and address topics in an empirical way, making use of the techniques that political scientists use in their own substantive research.",4,other/uncategorised,Scholarship of Teaching and Learning,3000,8000,words,11/05/2020
234,National Identities,,12,13,1999,Taylor & Francis,https://www.tandfonline.com/toc/cnid20/current,"National Identities explores the correlation/mapping between identity, people, state and nation, and examines the complexities of how national identities are created, represented and adopted in any period from antiquity to the current day, and from any geographical location. The focus of the journal is on identity, on how cultural factors (language, architecture, music, gender, religion, the media, sport, encounters with  the other  etc.) and political factors (state forms, wars, boundaries) contribute to the formation and expression of national identities and on how these factors have been shaped and changed over time. The historical significance of  nation  in political and cultural terms is considered in relationship to other important and in some cases countervailing forms of identity such as religion, region, tribe or class. The variety of viewpoints published in the journal engenders a multifaceted understanding of national identity, and the journal therefore welcomes papers from a wide range of disciplines, including literature, history, geography, religion, sociology, and architecture among others. Comparative perspectives are encouraged, and the journal features regular review essays as well as book reviews.",1,article,Article,,8000,words,11/05/2020
235,Rethinking Marxism,,12,15,1988,Taylor & Francis,https://www.tandfonline.com/toc/rrmx20/current,"The aim of Rethinking Marxism is to stimulate interest in and debate over the explanatory power and social consequences of Marxian economic, cultural, and social analysis. To that end, we publish studies that seek to discuss, elaborate, and/or extend Marxian theory. Our concerns include theoretical and philosophical (methodological and epistemological) matters as well as more concrete empirical analyses - all work that leads to the further development of distinctively Marxian discourses. We encourage contributions from people in many disciplines and from a wide range of perspectives. We are also interested in expanding the diversity of styles for producing and presenting Marxian discourses. One distinguishing aim of this journal is to ensure that class is an important part, but not the exclusive focus, of Marxism. We are therefore interested in the complex intersection of class with economic, political, psychological, and all other social processes. Equally important is the task of exploring the philosophical positions that shape Marxian analyses.",1,other/uncategorised,Art/Iculation,1500,4500,words,11/05/2020
235,Rethinking Marxism,,12,15,1988,Taylor & Francis,https://www.tandfonline.com/toc/rrmx20/current,"The aim of Rethinking Marxism is to stimulate interest in and debate over the explanatory power and social consequences of Marxian economic, cultural, and social analysis. To that end, we publish studies that seek to discuss, elaborate, and/or extend Marxian theory. Our concerns include theoretical and philosophical (methodological and epistemological) matters as well as more concrete empirical analyses - all work that leads to the further development of distinctively Marxian discourses. We encourage contributions from people in many disciplines and from a wide range of perspectives. We are also interested in expanding the diversity of styles for producing and presenting Marxian discourses. One distinguishing aim of this journal is to ensure that class is an important part, but not the exclusive focus, of Marxism. We are therefore interested in the complex intersection of class with economic, political, psychological, and all other social processes. Equally important is the task of exploring the philosophical positions that shape Marxian analyses.",2,article,Article,,8000,words,11/05/2020
235,Rethinking Marxism,,12,15,1988,Taylor & Francis,https://www.tandfonline.com/toc/rrmx20/current,"The aim of Rethinking Marxism is to stimulate interest in and debate over the explanatory power and social consequences of Marxian economic, cultural, and social analysis. To that end, we publish studies that seek to discuss, elaborate, and/or extend Marxian theory. Our concerns include theoretical and philosophical (methodological and epistemological) matters as well as more concrete empirical analyses - all work that leads to the further development of distinctively Marxian discourses. We encourage contributions from people in many disciplines and from a wide range of perspectives. We are also interested in expanding the diversity of styles for producing and presenting Marxian discourses. One distinguishing aim of this journal is to ensure that class is an important part, but not the exclusive focus, of Marxism. We are therefore interested in the complex intersection of class with economic, political, psychological, and all other social processes. Equally important is the task of exploring the philosophical positions that shape Marxian analyses.",3,other/uncategorised,Globalization under Interrogation,,8000,words,11/05/2020
235,Rethinking Marxism,,12,15,1988,Taylor & Francis,https://www.tandfonline.com/toc/rrmx20/current,"The aim of Rethinking Marxism is to stimulate interest in and debate over the explanatory power and social consequences of Marxian economic, cultural, and social analysis. To that end, we publish studies that seek to discuss, elaborate, and/or extend Marxian theory. Our concerns include theoretical and philosophical (methodological and epistemological) matters as well as more concrete empirical analyses - all work that leads to the further development of distinctively Marxian discourses. We encourage contributions from people in many disciplines and from a wide range of perspectives. We are also interested in expanding the diversity of styles for producing and presenting Marxian discourses. One distinguishing aim of this journal is to ensure that class is an important part, but not the exclusive focus, of Marxism. We are therefore interested in the complex intersection of class with economic, political, psychological, and all other social processes. Equally important is the task of exploring the philosophical positions that shape Marxian analyses.",4,other/uncategorised,Remarx,,5000,words,11/05/2020
235,Rethinking Marxism,,12,15,1988,Taylor & Francis,https://www.tandfonline.com/toc/rrmx20/current,"The aim of Rethinking Marxism is to stimulate interest in and debate over the explanatory power and social consequences of Marxian economic, cultural, and social analysis. To that end, we publish studies that seek to discuss, elaborate, and/or extend Marxian theory. Our concerns include theoretical and philosophical (methodological and epistemological) matters as well as more concrete empirical analyses - all work that leads to the further development of distinctively Marxian discourses. We encourage contributions from people in many disciplines and from a wide range of perspectives. We are also interested in expanding the diversity of styles for producing and presenting Marxian discourses. One distinguishing aim of this journal is to ensure that class is an important part, but not the exclusive focus, of Marxism. We are therefore interested in the complex intersection of class with economic, political, psychological, and all other social processes. Equally important is the task of exploring the philosophical positions that shape Marxian analyses.",5,other/uncategorised,Review,500,1000,words,11/05/2020
